,model,source,target,similarity
8423,Real,083549,083549,0.0
8424,Real,053370,053370,0.0
8425,Real,115078,115078,0.0
8426,Real,165576,165576,0.0
8427,Real,043996,043996,0.0
8428,Real,126935,126935,0.0
8429,Real,154140,154140,0.0
8430,Real,014471,014471,0.0
8431,Real,148283,148283,0.0
8432,Real,112944,112944,0.0
8433,Real,004629,004629,0.0
8434,Real,023492,023492,0.0
8435,Real,071405,071405,0.0
8436,Real,064550,064550,0.0
8437,Real,122167,122167,0.0
8438,Real,095625,095625,0.0
8439,Real,142477,142477,0.0
8440,Real,171403,171403,0.0
8441,Real,082584,082584,0.0
8442,Real,190969,190969,0.0
8443,Real,012778,012778,0.0
8444,Real,159802,159802,0.0
8445,Real,016976,016976,0.0
8446,Real,087425,087425,0.0
8447,Real,190264,190264,0.0
8448,Real,141789,141789,0.0
8449,Real,137813,137813,0.0
8450,Real,163784,163784,0.0
8451,Real,192364,192364,0.0
8452,Real,031147,031147,0.0
8453,Real,053195,053195,0.0
8454,Real,112119,112119,0.0
8455,Real,019375,019375,0.0
8456,Real,001606,001606,0.0
8457,Real,059768,059768,0.0
8458,Real,011501,011501,0.0
8459,Real,052866,052866,0.0
8460,Real,149249,149249,0.0
8461,Real,014552,014552,0.0
8462,Real,062424,062424,0.0
8463,Real,064780,064780,0.0
8464,Real,155230,155230,0.0
8465,Real,011488,011488,0.0
8466,Real,093910,093910,0.0
8467,Real,026129,026129,0.0
8468,Real,122038,122038,0.0
8469,Real,184460,184460,0.0
8470,Real,026791,026791,0.0
8471,Real,065032,065032,0.0
8472,Real,048012,048012,0.0
8473,Real,041447,041447,0.0
8474,Real,189770,189770,0.0
8475,Real,097518,097518,0.0
8476,Real,123135,123135,0.0
8477,Real,084545,084545,0.0
8478,Real,164523,164523,0.0
8479,Real,054952,054952,0.0
8480,Real,053282,053282,0.0
8481,Real,037034,037034,0.0
8482,Real,168090,168090,0.0
8483,Real,187352,187352,0.0
8484,Real,153641,153641,0.0
8485,Real,139501,139501,0.0
8486,Real,002642,002642,0.0
8487,Real,094952,094952,0.0
8488,Real,114712,114712,0.0
8489,Real,134043,134043,0.0
8490,Real,064266,064266,0.0
8491,Real,006568,006568,0.0
8492,Real,197083,197083,0.0
8493,Real,029213,029213,0.0
8494,Real,006196,006196,0.0
8495,Real,024890,024890,0.0
8496,Real,054251,054251,0.0
8497,Real,166773,166773,0.0
8498,Real,113589,113589,0.0
8499,Real,064890,064890,0.0
8500,Real,143997,143997,0.0
8501,Real,059569,059569,0.0
8502,Real,110679,110679,0.0
8503,Real,170463,170463,0.0
8504,Real,149538,149538,0.0
8505,Real,064055,064055,0.0
8506,Real,009776,009776,0.0
8507,Real,182982,182982,0.0
8508,Real,046219,046219,0.0
8509,Real,127478,127478,0.0
8510,Real,104543,104543,0.0
8511,Real,045406,045406,0.0
8512,Real,090341,090341,0.0
8513,Real,116032,116032,0.0
8514,Real,004310,004310,0.0
8515,Real,089032,089032,0.0
8516,Real,120401,120401,0.0
8517,Real,124432,124432,0.0
8518,Real,147204,147204,0.0
8519,Real,010603,010603,0.0
8520,Real,082761,082761,0.0
8521,Real,153809,153809,0.0
8522,Real,187203,187203,0.0
8523,Real,033047,033047,0.0
8524,Real,072083,072083,0.0
8525,Real,019714,019714,0.0
8526,Real,155457,155457,0.0
8527,Real,120959,120959,0.0
8528,Real,085370,085370,0.0
8529,Real,138966,138966,0.0
8530,Real,199402,199402,0.0
8531,Real,145212,145212,0.0
8532,Real,095991,095991,0.0
8533,Real,119769,119769,0.0
8534,Real,030651,030651,0.0
8535,Real,196032,196032,0.0
8536,Real,021150,021150,0.0
8537,Real,195127,195127,0.0
8538,Real,102135,102135,0.0
8539,Real,168976,168976,0.0
8540,Real,175265,175265,0.0
8541,Real,182374,182374,0.0
8542,Real,191818,191818,0.0
8543,Real,050585,050585,0.0
8544,Real,125855,125855,0.0
8545,Real,019258,019258,0.0
8546,Real,179169,179169,0.0
8547,Real,148407,148407,0.0
8548,Real,189685,189685,0.0
8549,Real,011747,011747,0.0
8550,Real,198700,198700,0.0
8551,Real,140502,140502,0.0
8552,Real,090839,090839,0.0
8553,Real,078216,078216,0.0
8554,Real,054141,054141,0.0
8555,Real,066656,066656,0.0
8556,Real,158772,158772,0.0
8557,Real,166686,166686,0.0
8558,Real,115205,115205,0.0
8559,Real,195242,195242,0.0
8560,Real,096829,096829,0.0
8561,Real,064342,064342,0.0
8562,Real,048588,048588,0.0
8563,Real,050056,050056,0.0
8564,Real,183597,183597,0.0
8565,Real,162574,162574,0.0
8566,Real,088586,088586,0.0
8567,Real,023677,023677,0.0
8568,Real,115597,115597,0.0
8569,Real,129102,129102,0.0
8570,Real,093764,093764,0.0
8571,Real,179160,179160,0.0
8572,Real,111487,111487,0.0
8573,Real,114715,114715,0.0
8574,Real,189621,189621,0.0
8575,Real,061543,061543,0.0
8576,Real,023438,023438,0.0
8577,Real,143700,143700,0.0
8578,Real,104815,104815,0.0
8579,Real,096661,096661,0.0
8580,Real,102301,102301,0.0
8581,Real,087160,087160,0.0
8582,Real,014761,014761,0.0
8583,Real,063332,063332,0.0
8584,Real,024394,024394,0.0
8585,Real,050752,050752,0.0
8586,Real,126701,126701,0.0
8587,Real,186173,186173,0.0
8588,Real,158689,158689,0.0
8589,Real,131146,131146,0.0
8590,Real,089362,089362,0.0
8591,Real,113142,113142,0.0
8592,Real,057563,057563,0.0
8593,Real,021543,021543,0.0
8594,Real,187329,187329,0.0
8595,Real,001026,001026,0.0
8596,Real,054639,054639,0.0
8597,Real,113697,113697,0.0
8598,Real,002134,002134,0.0
8599,Real,177466,177466,0.0
8600,Real,161299,161299,0.0
8601,Real,134167,134167,0.0
8602,Real,121593,121593,0.0
8603,Real,012000,012000,0.0
8604,Real,041053,041053,0.0
8605,Real,061291,061291,0.0
8606,Real,105710,105710,0.0
8607,Real,121187,121187,0.0
8608,Real,162888,162888,0.0
8609,Real,198129,198129,0.0
8610,Real,049683,049683,0.0
8611,Real,067286,067286,0.0
8612,Real,111907,111907,0.0
8613,Real,038969,038969,0.0
8614,Real,187456,187456,0.0
8615,Real,179574,179574,0.0
8616,Real,127555,127555,0.0
8617,Real,042141,042141,0.0
8618,Real,180743,180743,0.0
8619,Real,098079,098079,0.0
8620,Real,092290,092290,0.0
8621,Real,188013,188013,0.0
8622,Real,002583,002583,0.0
8623,Real,081606,081606,0.0
8624,Real,165048,165048,0.0
8625,Real,062203,062203,0.0
8626,Real,086018,086018,0.0
8627,Real,126887,126887,0.0
8628,Real,124722,124722,0.0
8629,Real,094804,094804,0.0
8630,Real,010210,010210,0.0
8631,Real,088302,088302,0.0
8632,Real,070239,070239,0.0
8633,Real,037628,037628,0.0
8634,Real,135752,135752,0.0
8635,Real,164028,164028,0.0
8636,Real,170079,170079,0.0
8637,Real,105194,105194,0.0
8638,Real,190059,190059,0.0
8639,Real,135056,135056,0.0
8640,Real,086439,086439,0.0
8641,Real,163109,163109,0.0
8642,Real,095622,095622,0.0
8643,Real,117342,117342,0.0
8644,Real,177683,177683,0.0
8645,Real,124053,124053,0.0
8646,Real,034741,034741,0.0
8647,Real,001964,001964,0.0
8648,Real,159585,159585,0.0
8649,Real,165483,165483,0.0
8650,Real,083746,083746,0.0
8651,Real,040097,040097,0.0
8652,Real,113523,113523,0.0
8653,Real,114257,114257,0.0
8654,Real,171065,171065,0.0
8655,Real,066651,066651,0.0
8656,Real,150264,150264,0.0
8657,Real,064104,064104,0.0
8658,Real,001916,001916,0.0
8659,Real,120379,120379,0.0
8660,Real,051506,051506,0.0
8661,Real,009461,009461,0.0
8662,Real,195078,195078,0.0
8663,Real,163397,163397,0.0
8664,Real,125097,125097,0.0
8665,Real,026618,026618,0.0
8666,Real,024345,024345,0.0
8667,Real,007169,007169,0.0
8668,Real,200747,200747,0.0
8669,Real,126856,126856,0.0
8670,Real,128460,128460,0.0
8671,Real,028744,028744,0.0
8672,Real,058070,058070,0.0
8673,Real,180902,180902,0.0
8674,Real,192296,192296,0.0
8675,Real,125613,125613,0.0
8676,Real,031921,031921,0.0
8677,Real,194767,194767,0.0
8678,Real,007326,007326,0.0
8679,Real,164053,164053,0.0
8680,Real,181890,181890,0.0
8681,Real,168110,168110,0.0
8682,Real,029171,029171,0.0
8683,Real,097606,097606,0.0
8684,Real,120178,120178,0.0
8685,Real,117104,117104,0.0
8686,Real,034480,034480,0.0
8687,Real,122459,122459,0.0
8688,Real,014309,014309,0.0
8689,Real,165097,165097,0.0
8690,Real,069261,069261,0.0
8691,Real,075431,075431,0.0
8692,Real,164338,164338,0.0
8693,Real,095947,095947,0.0
8694,Real,120764,120764,0.0
8695,Real,102805,102805,0.0
8696,Real,099761,099761,0.0
8697,Real,166128,166128,0.0
8698,Real,085649,085649,0.0
8699,Real,173323,173323,0.0
8700,Real,094843,094843,0.0
8701,Real,191030,191030,0.0
8702,Real,122385,122385,0.0
8703,Real,088925,088925,0.0
8704,Real,039168,039168,0.0
8705,Real,023251,023251,0.0
8706,Real,033075,033075,0.0
8707,Real,169338,169338,0.0
8708,Real,119308,119308,0.0
8709,Real,180854,180854,0.0
8710,Real,012795,012795,0.0
8711,Real,158129,158129,0.0
8712,Real,048763,048763,0.0
8713,Real,103237,103237,0.0
8714,Real,119805,119805,0.0
8715,Real,041227,041227,0.0
8716,Real,149181,149181,0.0
8717,Real,112702,112702,0.0
8718,Real,190782,190782,0.0
8719,Real,100570,100570,0.0
8720,Real,061737,061737,0.0
8721,Real,051112,051112,0.0
8722,Real,195687,195687,0.0
8723,Real,153137,153137,0.0
8724,Real,141565,141565,0.0
8725,Real,193717,193717,0.0
8726,Real,024027,024027,0.0
8727,Real,012156,012156,0.0
8728,Real,015312,015312,0.0
8729,Real,020472,020472,0.0
8730,Real,052365,052365,0.0
8731,Real,083243,083243,0.0
8732,Real,188304,188304,0.0
8733,Real,137652,137652,0.0
8734,Real,040978,040978,0.0
8735,Real,062741,062741,0.0
8736,Real,000090,000090,0.0
8737,Real,184296,184296,0.0
8738,Real,022824,022824,0.0
8739,Real,106584,106584,0.0
8740,Real,111734,111734,0.0
8741,Real,113284,113284,0.0
8742,Real,182805,182805,0.0
8743,Real,041269,041269,0.0
8744,Real,075602,075602,0.0
8745,Real,099010,099010,0.0
8746,Real,034619,034619,0.0
8747,Real,114470,114470,0.0
8748,Real,164809,164809,0.0
8749,Real,100098,100098,0.0
8750,Real,175172,175172,0.0
8751,Real,036762,036762,0.0
8752,Real,196667,196667,0.0
8753,Real,106495,106495,0.0
8754,Real,184571,184571,0.0
8755,Real,109943,109943,0.0
8756,Real,023831,023831,0.0
8757,Real,003154,003154,0.0
8758,Real,001722,001722,0.0
8759,Real,063492,063492,0.0
8760,Real,146443,146443,0.0
8761,Real,198410,198410,0.0
8762,Real,127714,127714,0.0
8763,Real,103313,103313,0.0
8764,Real,041564,041564,0.0
8765,Real,046051,046051,0.0
8766,Real,025660,025660,0.0
8767,Real,037318,037318,0.0
8768,Real,179850,179850,0.0
8769,Real,169518,169518,0.0
8770,Real,089151,089151,0.0
8771,Real,163341,163341,0.0
8772,Real,052629,052629,0.0
8773,Real,098121,098121,0.0
8774,Real,051616,051616,0.0
8775,Real,144181,144181,0.0
8776,Real,053806,053806,0.0
8777,Real,108304,108304,0.0
8778,Real,130598,130598,0.0
8779,Real,063081,063081,0.0
8780,Real,185980,185980,0.0
8781,Real,057371,057371,0.0
8782,Real,005647,005647,0.0
8783,Real,045261,045261,0.0
8784,Real,002478,002478,0.0
8785,Real,176696,176696,0.0
8786,Real,055367,055367,0.0
8787,Real,134749,134749,0.0
8788,Real,115948,115948,0.0
8789,Real,079907,079907,0.0
8790,Real,010442,010442,0.0
8791,Real,038912,038912,0.0
8792,Real,118997,118997,0.0
8793,Real,046100,046100,0.0
8794,Real,121939,121939,0.0
8795,Real,147030,147030,0.0
8796,Real,186694,186694,0.0
8797,Real,200946,200946,0.0
8798,Real,080046,080046,0.0
8799,Real,010566,010566,0.0
8800,Real,096046,096046,0.0
8801,Real,142470,142470,0.0
8802,Real,051574,051574,0.0
8803,Real,097496,097496,0.0
8804,Real,008718,008718,0.0
8805,Real,154301,154301,0.0
8806,Real,066948,066948,0.0
8807,Real,044319,044319,0.0
8808,Real,172026,172026,0.0
8809,Real,147748,147748,0.0
8810,Real,042065,042065,0.0
8811,Real,091425,091425,0.0
8812,Real,076130,076130,0.0
8813,Real,026486,026486,0.0
8814,Real,111114,111114,0.0
8815,Real,056427,056427,0.0
8816,Real,076145,076145,0.0
8817,Real,109777,109777,0.0
8818,Real,093957,093957,0.0
8819,Real,067877,067877,0.0
8820,Real,095708,095708,0.0
8821,Real,025826,025826,0.0
8822,Real,144157,144157,0.0
8823,Real,201643,201643,0.0
8824,Real,161234,161234,0.0
8825,Real,028426,028426,0.0
8826,Real,059838,059838,0.0
8827,Real,010729,010729,0.0
8828,Real,061938,061938,0.0
8829,Real,142087,142087,0.0
8830,Real,086023,086023,0.0
8831,Real,068570,068570,0.0
8832,Real,009620,009620,0.0
8833,Real,104122,104122,0.0
8834,Real,023173,023173,0.0
8835,Real,029261,029261,0.0
8836,Real,147662,147662,0.0
8837,Real,151456,151456,0.0
8838,Real,114638,114638,0.0
8839,Real,029103,029103,0.0
8840,Real,098243,098243,0.0
8841,Real,046894,046894,0.0
8842,Real,056097,056097,0.0
8843,Real,097449,097449,0.0
8844,Real,179735,179735,0.0
8845,Real,132440,132440,0.0
8846,Real,058708,058708,0.0
8847,Real,116902,116902,0.0
8848,Real,018681,018681,0.0
8849,Real,067288,067288,0.0
8850,Real,142064,142064,0.0
8851,Real,131927,131927,0.0
8852,Real,033362,033362,0.0
8853,Real,188765,188765,0.0
8854,Real,162385,162385,0.0
8855,Real,182222,182222,0.0
8856,Real,187030,187030,0.0
8857,Real,076376,076376,0.0
8858,Real,185800,185800,0.0
8859,Real,167019,167019,0.0
8860,Real,165976,165976,0.0
8861,Real,075332,075332,0.0
8862,Real,005635,005635,0.0
8863,Real,060989,060989,0.0
8864,Real,191451,191451,0.0
8865,Real,193989,193989,0.0
8866,Real,126706,126706,0.0
8867,Real,189779,189779,0.0
8868,Real,117490,117490,0.0
8869,Real,164395,164395,0.0
8870,Real,195651,195651,0.0
8871,Real,033502,033502,0.0
8872,Real,009007,009007,0.0
8873,Real,156612,156612,0.0
8874,Real,061232,061232,0.0
8875,Real,057331,057331,0.0
8876,Real,141027,141027,0.0
8877,Real,162321,162321,0.0
8878,Real,139817,139817,0.0
8879,Real,150280,150280,0.0
8880,Real,084866,084866,0.0
8881,Real,124085,124085,0.0
8882,Real,139796,139796,0.0
8883,Real,145690,145690,0.0
8884,Real,036634,036634,0.0
8885,Real,106101,106101,0.0
8886,Real,020229,020229,0.0
8887,Real,112538,112538,0.0
8888,Real,188137,188137,0.0
8889,Real,198772,198772,0.0
8890,Real,144653,144653,0.0
8891,Real,148013,148013,0.0
8892,Real,071281,071281,0.0
8893,Real,008525,008525,0.0
8894,Real,029433,029433,0.0
8895,Real,165666,165666,0.0
8896,Real,126596,126596,0.0
8897,Real,112412,112412,0.0
8898,Real,114140,114140,0.0
8899,Real,091095,091095,0.0
8900,Real,198314,198314,0.0
8901,Real,101962,101962,0.0
8902,Real,145699,145699,0.0
8903,Real,080682,080682,0.0
8904,Real,187797,187797,0.0
8905,Real,090604,090604,0.0
8906,Real,067011,067011,0.0
8907,Real,037702,037702,0.0
8908,Real,151617,151617,0.0
8909,Real,187572,187572,0.0
8910,Real,073905,073905,0.0
8911,Real,072806,072806,0.0
8912,Real,176716,176716,0.0
8913,Real,054133,054133,0.0
8914,Real,036014,036014,0.0
8915,Real,073743,073743,0.0
8916,Real,081847,081847,0.0
8917,Real,088718,088718,0.0
8918,Real,158361,158361,0.0
8919,Real,158623,158623,0.0
8920,Real,168387,168387,0.0
8921,Real,066003,066003,0.0
8922,Real,127223,127223,0.0
8923,Real,013764,013764,0.0
8924,Real,080730,080730,0.0
8925,Real,092545,092545,0.0
8926,Real,146349,146349,0.0
8927,Real,110836,110836,0.0
8928,Real,114477,114477,0.0
8929,Real,019529,019529,0.0
8930,Real,076336,076336,0.0
8931,Real,037186,037186,0.0
8932,Real,138348,138348,0.0
8933,Real,025977,025977,0.0
8934,Real,091618,091618,0.0
8935,Real,149682,149682,0.0
8936,Real,059017,059017,0.0
8937,Real,020194,020194,0.0
8938,Real,071582,071582,0.0
8939,Real,006262,006262,0.0
8940,Real,042062,042062,0.0
8941,Real,187042,187042,0.0
8942,Real,015292,015292,0.0
8943,Real,056742,056742,0.0
8944,Real,144702,144702,0.0
8945,Real,084930,084930,0.0
8946,Real,061364,061364,0.0
8947,Real,156428,156428,0.0
8948,Real,023444,023444,0.0
8949,Real,135913,135913,0.0
8950,Real,149364,149364,0.0
8951,Real,129516,129516,0.0
8952,Real,175514,175514,0.0
8953,Real,043686,043686,0.0
8954,Real,158076,158076,0.0
8955,Real,159402,159402,0.0
8956,Real,023892,023892,0.0
8957,Real,034575,034575,0.0
8958,Real,187972,187972,0.0
8959,Real,143155,143155,0.0
8960,Real,145139,145139,0.0
8961,Real,142191,142191,0.0
8962,Real,022856,022856,0.0
8963,Real,171251,171251,0.0
8964,Real,159554,159554,0.0
8965,Real,124963,124963,0.0
8966,Real,181084,181084,0.0
8967,Real,052180,052180,0.0
8968,Real,023101,023101,0.0
8969,Real,063349,063349,0.0
8970,Real,042287,042287,0.0
8971,Real,021628,021628,0.0
8972,Real,017344,017344,0.0
8973,Real,158941,158941,0.0
8974,Real,006513,006513,0.0
8975,Real,172269,172269,0.0
8976,Real,156579,156579,0.0
8977,Real,027470,027470,0.0
8978,Real,128855,128855,0.0
8979,Real,074790,074790,0.0
8980,Real,035782,035782,0.0
8981,Real,082693,082693,0.0
8982,Real,039166,039166,0.0
8983,Real,163080,163080,0.0
8984,Real,109097,109097,0.0
8985,Real,106915,106915,0.0
8986,Real,144311,144311,0.0
8987,Real,108956,108956,0.0
8988,Real,031140,031140,0.0
8989,Real,175348,175348,0.0
8990,Real,174115,174115,0.0
8991,Real,080097,080097,0.0
8992,Real,171583,171583,0.0
8993,Real,139618,139618,0.0
8994,Real,200656,200656,0.0
8995,Real,156795,156795,0.0
8996,Real,112159,112159,0.0
8997,Real,141330,141330,0.0
8998,Real,059630,059630,0.0
8999,Real,069490,069490,0.0
9000,Real,199308,199308,0.0
9001,Real,014984,014984,0.0
9002,Real,096389,096389,0.0
9003,Real,182554,182554,0.0
9004,Real,163470,163470,0.0
9005,Real,096323,096323,0.0
9006,Real,029848,029848,0.0
9007,Real,094766,094766,0.0
9008,Real,194802,194802,0.0
9009,Real,059478,059478,0.0
9010,Real,098002,098002,0.0
9011,Real,084937,084937,0.0
9012,Real,039480,039480,0.0
9013,Real,048581,048581,0.0
9014,Real,087616,087616,0.0
9015,Real,110515,110515,0.0
9016,Real,171929,171929,0.0
9017,Real,162501,162501,0.0
9018,Real,089939,089939,0.0
9019,Real,026709,026709,0.0
9020,Real,029525,029525,0.0
9021,Real,190347,190347,0.0
9022,Real,011651,011651,0.0
9023,Real,078211,078211,0.0
9024,Real,135968,135968,0.0
9025,Real,190216,190216,0.0
9026,Real,180821,180821,0.0
9027,Real,134242,134242,0.0
9028,Real,034383,034383,0.0
9029,Real,078670,078670,0.0
9030,Real,151824,151824,0.0
9031,Real,109291,109291,0.0
9032,Real,081179,081179,0.0
9033,Real,125971,125971,0.0
9034,Real,107575,107575,0.0
9035,Real,052123,052123,0.0
9036,Real,093588,093588,0.0
9037,Real,013588,013588,0.0
9038,Real,190754,190754,0.0
9039,Real,141214,141214,0.0
9040,Real,008806,008806,0.0
9041,Real,029499,029499,0.0
9042,Real,114954,114954,0.0
9043,Real,179798,179798,0.0
9044,Real,106050,106050,0.0
9045,Real,139822,139822,0.0
9046,Real,094396,094396,0.0
9047,Real,190844,190844,0.0
9048,Real,171639,171639,0.0
9049,Real,147900,147900,0.0
9050,Real,134031,134031,0.0
9051,Real,145524,145524,0.0
9052,Real,083949,083949,0.0
9053,Real,152705,152705,0.0
9054,Real,141268,141268,0.0
9055,Real,100386,100386,0.0
9056,Real,035844,035844,0.0
9057,Real,159879,159879,0.0
9058,Real,163262,163262,0.0
9059,Real,184943,184943,0.0
9060,Real,134488,134488,0.0
9061,Real,041896,041896,0.0
9062,Real,093716,093716,0.0
9063,Real,120986,120986,0.0
9064,Real,066078,066078,0.0
9065,Real,151889,151889,0.0
9066,Real,069758,069758,0.0
9067,Real,196116,196116,0.0
9068,Real,186335,186335,0.0
9069,Real,124849,124849,0.0
9070,Real,051425,051425,0.0
9071,Real,100359,100359,0.0
9072,Real,199760,199760,0.0
9073,Real,139859,139859,0.0
9074,Real,066934,066934,0.0
9075,Real,061150,061150,0.0
9076,Real,194132,194132,0.0
9077,Real,154373,154373,0.0
9078,Real,018811,018811,0.0
9079,Real,201638,201638,0.0
9080,Real,136221,136221,0.0
9081,Real,199140,199140,0.0
9082,Real,093950,093950,0.0
9083,Real,118850,118850,0.0
9084,Real,057847,057847,0.0
9085,Real,161744,161744,0.0
9086,Real,087354,087354,0.0
9087,Real,120711,120711,0.0
9088,Real,072919,072919,0.0
9089,Real,084970,084970,0.0
9090,Real,149074,149074,0.0
9091,Real,098153,098153,0.0
9092,Real,177776,177776,0.0
9093,Real,079889,079889,0.0
9094,Real,059871,059871,0.0
9095,Real,028201,028201,0.0
9096,Real,016099,016099,0.0
9097,Real,110263,110263,0.0
9098,Real,074909,074909,0.0
9099,Real,193511,193511,0.0
9100,Real,181490,181490,0.0
9101,Real,192931,192931,0.0
9102,Real,119135,119135,0.0
9103,Real,180778,180778,0.0
9104,Real,124606,124606,0.0
9105,Real,039113,039113,0.0
9106,Real,097392,097392,0.0
9107,Real,060690,060690,0.0
9108,Real,198076,198076,0.0
9109,Real,143689,143689,0.0
9110,Real,069104,069104,0.0
9111,Real,060987,060987,0.0
9112,Real,026076,026076,0.0
9113,Real,078721,078721,0.0
9114,Real,029723,029723,0.0
9115,Real,093060,093060,0.0
9116,Real,115933,115933,0.0
9117,Real,078081,078081,0.0
9118,Real,048986,048986,0.0
9119,Real,012537,012537,0.0
9120,Real,019645,019645,0.0
9121,Real,193788,193788,0.0
9122,Real,038174,038174,0.0
9123,Real,186670,186670,0.0
9124,Real,043532,043532,0.0
9125,Real,085959,085959,0.0
9126,Real,128272,128272,0.0
9127,Real,159024,159024,0.0
9128,Real,199638,199638,0.0
9129,Real,049241,049241,0.0
9130,Real,095774,095774,0.0
9131,Real,190831,190831,0.0
9132,Real,061702,061702,0.0
9133,Real,089629,089629,0.0
9134,Real,136691,136691,0.0
9135,Real,106436,106436,0.0
9136,Real,043949,043949,0.0
9137,Real,137466,137466,0.0
9138,Real,163494,163494,0.0
9139,Real,150515,150515,0.0
9140,Real,152316,152316,0.0
9141,Real,146838,146838,0.0
9142,Real,032446,032446,0.0
9143,Real,070886,070886,0.0
9144,Real,017498,017498,0.0
9145,Real,146915,146915,0.0
9146,Real,107972,107972,0.0
9147,Real,045988,045988,0.0
9148,Real,060229,060229,0.0
9149,Real,138437,138437,0.0
9150,Real,060980,060980,0.0
9151,Real,107278,107278,0.0
9152,Real,118314,118314,0.0
9153,Real,025502,025502,0.0
9154,Real,020690,020690,0.0
9155,Real,073744,073744,0.0
9156,Real,152469,152469,0.0
9157,Real,146335,146335,0.0
9158,Real,110753,110753,0.0
9159,Real,101342,101342,0.0
9160,Real,004593,004593,0.0
9161,Real,012075,012075,0.0
9162,Real,100905,100905,0.0
9163,Real,158417,158417,0.0
9164,Real,177771,177771,0.0
9165,Real,186602,186602,0.0
9166,Real,021363,021363,0.0
9167,Real,101910,101910,0.0
9168,Real,180979,180979,0.0
9169,Real,038088,038088,0.0
9170,Real,198361,198361,0.0
9171,Real,191489,191489,0.0
9172,Real,140828,140828,0.0
9173,Real,082146,082146,0.0
9174,Real,036580,036580,0.0
9175,Real,177123,177123,0.0
9176,Real,091279,091279,0.0
9177,Real,119191,119191,0.0
9178,Real,154064,154064,0.0
9179,Real,044937,044937,0.0
9180,Real,156885,156885,0.0
9181,Real,158933,158933,0.0
9182,Real,171133,171133,0.0
9183,Real,030129,030129,0.0
9184,Real,094062,094062,0.0
9185,Real,190753,190753,0.0
9186,Real,088192,088192,0.0
9187,Real,006051,006051,0.0
9188,Real,200465,200465,0.0
9189,Real,085377,085377,0.0
9190,Real,046262,046262,0.0
9191,Real,188924,188924,0.0
9192,Real,170816,170816,0.0
9193,Real,050568,050568,0.0
9194,Real,150086,150086,0.0
9195,Real,116612,116612,0.0
9196,Real,136261,136261,0.0
9197,Real,048950,048950,0.0
9198,Real,053221,053221,0.0
9199,Real,185496,185496,0.0
9200,Real,142769,142769,0.0
9201,Real,136635,136635,0.0
9202,Real,143862,143862,0.0
9203,Real,202213,202213,0.0
9204,Real,068505,068505,0.0
9205,Real,076924,076924,0.0
9206,Real,138839,138839,0.0
9207,Real,124269,124269,0.0
9208,Real,193498,193498,0.0
9209,Real,164951,164951,0.0
9210,Real,154147,154147,0.0
9211,Real,117565,117565,0.0
9212,Real,167476,167476,0.0
9213,Real,033201,033201,0.0
9214,Real,086678,086678,0.0
9215,Real,177007,177007,0.0
9216,Real,104685,104685,0.0
9217,Real,077812,077812,0.0
9218,Real,084684,084684,0.0
9219,Real,122810,122810,0.0
9220,Real,047749,047749,0.0
9221,Real,071928,071928,0.0
9222,Real,012930,012930,0.0
9223,Real,112770,112770,0.0
9224,Real,080356,080356,0.0
9225,Real,097896,097896,0.0
9226,Real,022355,022355,0.0
9227,Real,034500,034500,0.0
9228,Real,031769,031769,0.0
9229,Real,126126,126126,0.0
9230,Real,172028,172028,0.0
9231,Real,131471,131471,0.0
9232,Real,043688,043688,0.0
9233,Real,195462,195462,0.0
9234,Real,123676,123676,0.0
9235,Real,125323,125323,0.0
9236,Real,129260,129260,0.0
9237,Real,010100,010100,0.0
9238,Real,034166,034166,0.0
9239,Real,186101,186101,0.0
9240,Real,108407,108407,0.0
9241,Real,117171,117171,0.0
9242,Real,046561,046561,0.0
9243,Real,064178,064178,0.0
9244,Real,059713,059713,0.0
9245,Real,013718,013718,0.0
9246,Real,144316,144316,0.0
9247,Real,050087,050087,0.0
9248,Real,019010,019010,0.0
9249,Real,004290,004290,0.0
9250,Real,083540,083540,0.0
9251,Real,192235,192235,0.0
9252,Real,075174,075174,0.0
9253,Real,087611,087611,0.0
9254,Real,002224,002224,0.0
9255,Real,033505,033505,0.0
9256,Real,076580,076580,0.0
9257,Real,057891,057891,0.0
9258,Real,008691,008691,0.0
9259,Real,022383,022383,0.0
9260,Real,146728,146728,0.0
9261,Real,062039,062039,0.0
9262,Real,087202,087202,0.0
9263,Real,168097,168097,0.0
9264,Real,018591,018591,0.0
9265,Real,167768,167768,0.0
9266,Real,044009,044009,0.0
9267,Real,061852,061852,0.0
9268,Real,098070,098070,0.0
9269,Real,174270,174270,0.0
9270,Real,111889,111889,0.0
9271,Real,182308,182308,0.0
9272,Real,192412,192412,0.0
9273,Real,052530,052530,0.0
9274,Real,114333,114333,0.0
9275,Real,197675,197675,0.0
9276,Real,193475,193475,0.0
9277,Real,012187,012187,0.0
9278,Real,178397,178397,0.0
9279,Real,147451,147451,0.0
9280,Real,001891,001891,0.0
9281,Real,140164,140164,0.0
9282,Real,153717,153717,0.0
9283,Real,174092,174092,0.0
9284,Real,189186,189186,0.0
9285,Real,135402,135402,0.0
9286,Real,127929,127929,0.0
9287,Real,092684,092684,0.0
9288,Real,038332,038332,0.0
9289,Real,000117,000117,0.0
9290,Real,032758,032758,0.0
9291,Real,044866,044866,0.0
9292,Real,035895,035895,0.0
9293,Real,144467,144467,0.0
9294,Real,177539,177539,0.0
9295,Real,106022,106022,0.0
9296,Real,196795,196795,0.0
